epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,82.8227,2.34555,1.7035,1.29332,0.5286,0.45217,0.41798,0.12059,2.42083,1.6943,1.37037,0.00110589,0.00110589,0.00110589
19,86.8786,2.37675,1.64646,1.27199,0.47568,0.50742,0.4211,0.12501,2.41019,1.66974,1.36851,0.00107288,0.00107288,0.00107288
20,90.8862,2.33104,1.65404,1.27834,0.42677,0.45148,0.37836,0.11199,2.41427,1.67671,1.37434,0.00103987,0.00103987,0.00103987
21,94.8933,2.35441,1.64495,1.2528,0.3992,0.46945,0.41914,0.11463,2.4689,1.74729,1.41433,0.00100687,0.00100687,0.00100687
22,98.9389,2.33309,1.60582,1.282,0.52537,0.45063,0.42245,0.12135,2.39599,1.71138,1.35443,0.000973861,0.000973861,0.000973861
23,102.947,2.3068,1.59578,1.26746,0.46965,0.4196,0.34978,0.09753,2.46881,1.72226,1.38118,0.000940855,0.000940855,0.000940855
24,106.956,2.36292,1.64584,1.28024,0.55462,0.45733,0.43013,0.12813,2.40324,1.71373,1.35069,0.000907848,0.000907848,0.000907848
25,110.979,2.34403,1.61135,1.28104,0.48218,0.45297,0.39489,0.11439,2.47817,1.68118,1.39226,0.000874842,0.000874842,0.000874842
26,114.99,2.29652,1.52669,1.2376,0.47018,0.44001,0.3959,0.10367,2.45573,1.70552,1.3615,0.000841835,0.000841835,0.000841835
27,119.006,2.30587,1.58633,1.21617,0.49081,0.43548,0.42654,0.12311,2.41248,1.69551,1.3467,0.000808828,0.000808828,0.000808828
28,123.002,2.23202,1.55253,1.24045,0.48219,0.45507,0.39747,0.12168,2.45152,1.69038,1.37569,0.000775822,0.000775822,0.000775822
29,127.139,2.27599,1.51066,1.25922,0.41993,0.35271,0.33618,0.09608,2.54506,1.73,1.42003,0.000742815,0.000742815,0.000742815
30,131.164,2.26444,1.51119,1.24798,0.48213,0.50055,0.42624,0.12886,2.4227,1.63722,1.34461,0.000709809,0.000709809,0.000709809
31,135.331,2.23657,1.52798,1.2481,0.59996,0.49804,0.47638,0.14119,2.41269,1.60247,1.35453,0.000676802,0.000676802,0.000676802
32,139.38,2.26513,1.50164,1.24048,0.5435,0.47359,0.42059,0.12591,2.43443,1.64587,1.36771,0.000643795,0.000643795,0.000643795
33,143.373,2.27426,1.51931,1.25746,0.55071,0.45407,0.40279,0.11498,2.42902,1.62538,1.3647,0.000610789,0.000610789,0.000610789
34,147.849,2.24233,1.51636,1.21308,0.47215,0.51272,0.42004,0.12405,2.41157,1.60259,1.34804,0.000577782,0.000577782,0.000577782
35,153.379,2.24592,1.47562,1.20168,0.50069,0.52355,0.42947,0.12496,2.46278,1.57276,1.38939,0.000544776,0.000544776,0.000544776
36,159.335,2.22859,1.45852,1.24628,0.51693,0.48852,0.43994,0.1278,2.46405,1.57992,1.38281,0.000511769,0.000511769,0.000511769
37,165.018,2.24987,1.48741,1.23045,0.53958,0.51587,0.44976,0.13268,2.45475,1.55621,1.37902,0.000478762,0.000478762,0.000478762
38,170.81,2.22156,1.39539,1.21598,0.53383,0.48033,0.44392,0.12958,2.4818,1.63213,1.38337,0.000445756,0.000445756,0.000445756
39,176.404,2.22031,1.43984,1.24704,0.57601,0.50125,0.46108,0.13599,2.45379,1.58257,1.37136,0.000412749,0.000412749,0.000412749
40,182.161,2.19118,1.44568,1.23431,0.52295,0.46567,0.40274,0.12033,2.50144,1.68373,1.38239,0.000379743,0.000379743,0.000379743
