epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,130.759,2.30699,1.5272,1.25581,0.52536,0.51656,0.43713,0.12334,2.48028,1.60193,1.39238,0.004258,0.004258,0.004258
31,134.716,2.23909,1.50876,1.25522,0.57905,0.51404,0.42854,0.12071,2.50781,1.57959,1.39982,0.00406,0.00406,0.00406
32,138.788,2.28226,1.50209,1.23289,0.53065,0.46358,0.40861,0.11813,2.44132,1.63508,1.36817,0.003862,0.003862,0.003862
33,142.703,2.27546,1.52325,1.25375,0.46681,0.42256,0.36013,0.10807,2.43872,1.67731,1.35475,0.003664,0.003664,0.003664
34,146.629,2.25472,1.53133,1.21065,0.51226,0.51147,0.44471,0.12343,2.42014,1.62722,1.34822,0.003466,0.003466,0.003466
35,150.581,2.26548,1.46273,1.20796,0.55917,0.52978,0.45885,0.13128,2.44182,1.60173,1.36573,0.003268,0.003268,0.003268
36,154.498,2.23755,1.42886,1.24312,0.54851,0.49501,0.43734,0.12287,2.44917,1.60312,1.36567,0.00307,0.00307,0.00307
37,158.425,2.24142,1.47451,1.22568,0.51462,0.51536,0.43793,0.12283,2.43699,1.61777,1.35558,0.002872,0.002872,0.002872
38,162.338,2.20726,1.39121,1.21108,0.57948,0.50213,0.46766,0.13202,2.42663,1.61069,1.36024,0.002674,0.002674,0.002674
39,166.273,2.21746,1.40867,1.24113,0.56864,0.4997,0.45256,0.12576,2.48169,1.60988,1.37365,0.002476,0.002476,0.002476
40,170.176,2.1862,1.40943,1.22616,0.58326,0.44938,0.41484,0.12372,2.47378,1.62255,1.36763,0.002278,0.002278,0.002278
41,190.014,2.15522,1.41062,1.25927,0.61069,0.51152,0.44999,0.12215,2.5266,1.56075,1.4153,0.00208,0.00208,0.00208
42,193.972,2.1703,1.37913,1.304,0.58665,0.47668,0.43521,0.11816,2.51659,1.55236,1.40621,0.001882,0.001882,0.001882
43,197.828,2.09573,1.32869,1.24284,0.56421,0.40732,0.39367,0.11057,2.55287,1.62419,1.40667,0.001684,0.001684,0.001684
44,201.686,2.1425,1.37775,1.24259,0.46342,0.50363,0.39951,0.10968,2.55232,1.60211,1.40622,0.001486,0.001486,0.001486
45,205.557,2.114,1.36147,1.23616,0.50873,0.43497,0.38118,0.10251,2.56455,1.63146,1.42031,0.001288,0.001288,0.001288
46,209.692,2.09436,1.34286,1.2463,0.56108,0.4511,0.4312,0.1229,2.54739,1.60771,1.4168,0.00109,0.00109,0.00109
47,213.538,2.08808,1.31145,1.24328,0.47557,0.49927,0.41021,0.1152,2.53577,1.59504,1.40738,0.000892,0.000892,0.000892
48,217.393,2.10994,1.33914,1.25301,0.53894,0.53665,0.42535,0.11757,2.51528,1.57964,1.39807,0.000694,0.000694,0.000694
49,221.218,2.07159,1.3305,1.27495,0.52539,0.54049,0.44826,0.12412,2.5108,1.58128,1.39763,0.000496,0.000496,0.000496
50,225.086,2.06592,1.29827,1.24561,0.51169,0.5438,0.43691,0.12256,2.51058,1.5565,1.39612,0.000298,0.000298,0.000298
