epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,86.8218,2.37675,1.64646,1.27199,0.47568,0.50742,0.4211,0.12501,2.41019,1.66974,1.36851,0.00107288,0.00107288,0.00107288
20,90.8248,2.33104,1.65404,1.27834,0.42677,0.45148,0.37836,0.11199,2.41427,1.67671,1.37434,0.00103987,0.00103987,0.00103987
21,94.8485,2.35441,1.64495,1.2528,0.3992,0.46945,0.41914,0.11463,2.4689,1.74729,1.41433,0.00100687,0.00100687,0.00100687
22,98.8779,2.33309,1.60582,1.282,0.52537,0.45063,0.42245,0.12135,2.39599,1.71138,1.35443,0.000973861,0.000973861,0.000973861
23,102.883,2.3068,1.59578,1.26746,0.46965,0.4196,0.34978,0.09753,2.46881,1.72226,1.38118,0.000940855,0.000940855,0.000940855
24,106.886,2.36292,1.64584,1.28024,0.55462,0.45733,0.43013,0.12813,2.40324,1.71373,1.35069,0.000907848,0.000907848,0.000907848
25,110.916,2.34403,1.61135,1.28104,0.48218,0.45297,0.39489,0.11439,2.47817,1.68118,1.39226,0.000874842,0.000874842,0.000874842
26,114.948,2.29652,1.52669,1.2376,0.47018,0.44001,0.3959,0.10367,2.45573,1.70552,1.3615,0.000841835,0.000841835,0.000841835
27,118.968,2.30587,1.58633,1.21617,0.49081,0.43548,0.42654,0.12311,2.41248,1.69551,1.3467,0.000808828,0.000808828,0.000808828
28,122.984,2.23202,1.55253,1.24045,0.48219,0.45507,0.39747,0.12168,2.45152,1.69038,1.37569,0.000775822,0.000775822,0.000775822
29,127.033,2.27599,1.51066,1.25922,0.41993,0.35271,0.33618,0.09608,2.54506,1.73,1.42003,0.000742815,0.000742815,0.000742815
30,131.039,2.26444,1.51119,1.24798,0.48213,0.50055,0.42624,0.12886,2.4227,1.63722,1.34461,0.000709809,0.000709809,0.000709809
31,135.054,2.23657,1.52798,1.2481,0.59996,0.49804,0.47638,0.14119,2.41269,1.60247,1.35453,0.000676802,0.000676802,0.000676802
32,139.089,2.26513,1.50164,1.24048,0.5435,0.47359,0.42059,0.12591,2.43443,1.64587,1.36771,0.000643795,0.000643795,0.000643795
33,143.238,2.27426,1.51931,1.25746,0.55071,0.45407,0.40279,0.11498,2.42902,1.62538,1.3647,0.000610789,0.000610789,0.000610789
34,147.279,2.24233,1.51636,1.21308,0.47215,0.51272,0.42004,0.12405,2.41157,1.60259,1.34804,0.000577782,0.000577782,0.000577782
35,151.285,2.24592,1.47562,1.20168,0.50069,0.52355,0.42947,0.12496,2.46278,1.57276,1.38939,0.000544776,0.000544776,0.000544776
36,155.289,2.22859,1.45852,1.24628,0.51693,0.48852,0.43994,0.1278,2.46405,1.57992,1.38281,0.000511769,0.000511769,0.000511769
37,159.297,2.24987,1.48741,1.23045,0.53958,0.51587,0.44976,0.13268,2.45475,1.55621,1.37902,0.000478762,0.000478762,0.000478762
38,163.304,2.22156,1.39539,1.21598,0.53383,0.48033,0.44392,0.12958,2.4818,1.63213,1.38337,0.000445756,0.000445756,0.000445756
39,167.292,2.22031,1.43984,1.24704,0.57601,0.50125,0.46108,0.13599,2.45379,1.58257,1.37136,0.000412749,0.000412749,0.000412749
40,171.298,2.19118,1.44568,1.23431,0.52295,0.46567,0.40274,0.12033,2.50144,1.68373,1.38239,0.000379743,0.000379743,0.000379743
41,191.494,2.13456,1.45087,1.25442,0.52011,0.47529,0.4047,0.12227,2.53179,1.59118,1.40036,0.000346736,0.000346736,0.000346736
42,195.58,2.18504,1.41069,1.30957,0.55175,0.52581,0.42762,0.12362,2.48384,1.59935,1.38495,0.000313729,0.000313729,0.000313729
43,199.504,2.13004,1.35483,1.25599,0.60653,0.53426,0.46598,0.12995,2.49062,1.5826,1.38492,0.000280723,0.000280723,0.000280723
44,203.462,2.16829,1.408,1.25356,0.59451,0.50478,0.44598,0.13016,2.4949,1.5904,1.3784,0.000247716,0.000247716,0.000247716
45,207.424,2.09564,1.37637,1.23786,0.55164,0.51635,0.43942,0.12196,2.51745,1.59123,1.38694,0.00021471,0.00021471,0.00021471
46,211.378,2.10421,1.36624,1.24658,0.58579,0.55859,0.47693,0.13867,2.51471,1.56408,1.39863,0.000181703,0.000181703,0.000181703
47,215.328,2.10785,1.32083,1.25492,0.56668,0.53478,0.45247,0.13357,2.51845,1.58622,1.39705,0.000148696,0.000148696,0.000148696
48,219.677,2.10906,1.3656,1.25332,0.55269,0.50207,0.43458,0.12414,2.50612,1.58753,1.38997,0.00011569,0.00011569,0.00011569
49,223.624,2.08175,1.36364,1.27441,0.54335,0.51417,0.44008,0.12805,2.50292,1.57237,1.391,8.26832e-05,8.26832e-05,8.26832e-05
50,227.539,2.06739,1.33093,1.24773,0.51371,0.51404,0.41999,0.11965,2.51693,1.57491,1.40049,4.96766e-05,4.96766e-05,4.96766e-05
